,file,page,nb_pages,path,commune,section,parcelle,authorized_area,forbidden_area,no_authorization_needed_area
112,data/doc/raw/2020/2020-12-31_RAA-2020-299.pdf,3,3,data/doc/pdfa/2020/2020-12-31_R02-2020-12-30-002.pdf,RIVIERE PILOTE,B,266,0.0,0.5228,0
113,data/doc/raw/2020/2020-12-31_RAA-2020-299.pdf,7,2,data/doc/pdfa/2020/2020-12-31_R02-2020-12-21-010.pdf,LES TROIS-ÎLETS,C," 1168, 1169",0.0,0.0,0
114,data/doc/raw/2020/2020-12-31_RAA-2020-299.pdf,10,2,data/doc/pdfa/2020/2020-12-31_R02-2020-12-30-004.pdf,RIVIÈRE-SALÉE,D,2023,0.0,0.0,0
115,data/doc/raw/2020/2020-12-31_RAA-2020-299.pdf,13,4,data/doc/pdfa/2020/2020-12-31_R02-2020-12-30-003.pdf,SAINTE LUCE,I,2530,0.0553,0.0808,0
116,data/doc/raw/2020/2020-03-26_RAA-2020-050.pdf,8,3,data/doc/pdfa/2020/2020-03-26_R02-2020-03-17-004.pdf,FORT-DE-FRANCE,|,520,0.059000000000000004,0.10300000000000001,0
117,data/doc/raw/2020/2020-03-26_RAA-2020-050.pdf,12,4,data/doc/pdfa/2020/2020-03-26_R02-2020-03-17-005.pdf,LE LAMENTIN,AB,"766,",0.1632,0.0713,0
118,data/doc/raw/2020/2020-03-26_RAA-2020-050.pdf,17,4,data/doc/pdfa/2020/2020-03-26_R02-2020-03-02-015.pdf,CASE-PILOTE,E,353,0.0825,0.1528,0
119,data/doc/raw/2020/2020-03-26_RAA-2020-050.pdf,37,3,data/doc/pdfa/2020/2020-03-26_R02-2020-03-17-006.pdf,,,,1.7451,1.4597,0
120,data/doc/raw/2020/2020-02-11_RAA-2020-020.pdf,31,3,data/doc/pdfa/2020/2020-02-11_R02-2020-02-05-003.pdf,LES TROIS-ÎLETS,C,2806,0.4539,0.0,0
121,data/doc/raw/2020/2020-02-11_RAA-2020-020.pdf,35,3,data/doc/pdfa/2020/2020-02-11_R02-2020-01-31-009.pdf,LES TROIS-ILETS,C,2806,0.6828000000000001,0.0,0
122,data/doc/raw/2020/2020-02-11_RAA-2020-020.pdf,39,3,data/doc/pdfa/2020/2020-02-11_R02-2020-01-29-002.pdf,SAINT-PIERRE,|,94,14.545,0.0,0
123,data/doc/raw/2020/2020-02-11_RAA-2020-020.pdf,43,3,data/doc/pdfa/2020/2020-02-11_R02-2020-01-31-008.pdf,SAINTE-LUCE,I,246,0.0,0.20400000000000001,0
124,data/doc/raw/2020/2020-02-11_RAA-2020-020.pdf,47,3,data/doc/pdfa/2020/2020-02-11_R02-2020-02-05-001.pdf,LE LAMENTIN,I,533,0.9075,0.0,0
125,data/doc/raw/2020/2020-02-11_RAA-2020-020.pdf,51,3,data/doc/pdfa/2020/2020-02-11_R02-2020-02-05-002.pdf,LE MARIN,R,68,0.47,0.605,0
126,data/doc/raw/2020/2020-09-24_RAA-2020-213.pdf,33,14,data/doc/pdfa/2020/2020-09-24_R02-2020-09-03-003.pdf,VAUCLIN,C,"62, 65, 575",1.1139000000000001,0.0,0
127,data/doc/raw/2020/2020-07-10_RAA-2020-148.pdf,5,3,data/doc/pdfa/2020/2020-07-10_R02-2020-07-03-006.pdf,Anses d'Arlets,I,2,0.0,0.017,0
128,data/doc/raw/2020/2020-07-09_RAA-2020-147.pdf,14,5,data/doc/pdfa/2020/2020-07-09_R02-2020-07-06-005.pdf,DIAMANT,E,1569,0.1081,0.6478,0
129,data/doc/raw/2019/2019-12-04_RAA-2019-152.pdf,34,3,data/doc/pdfa/2019/2019-12-04_R02-2019-11-26-009.pdf,LE DIAMANT,B,796,0.30319999999999997,0.125,0
130,data/doc/raw/2019/2019-12-04_RAA-2019-152.pdf,38,2,data/doc/pdfa/2019/2019-12-04_R02-2019-10-02-004.pdf,LES TROIS-ÎLETS,1,869,0.038599999999999995,0.0,0
131,data/doc/raw/2019/2019-12-04_RAA-2019-152.pdf,41,3,data/doc/pdfa/2019/2019-12-04_R02-2019-12-02-001.pdf,SAINTE-ANNE,E,1144,0.558,0.0,0
132,data/doc/raw/2019/2019-05-21_RAA-2019-058.pdf,6,3,data/doc/pdfa/2019/2019-05-21_R02-2019-05-14-011.pdf,FORT-DE-FRANCE,R,905,0.0,0.1625,0
133,data/doc/raw/2019/2019-05-21_RAA-2019-058.pdf,10,3,data/doc/pdfa/2019/2019-05-21_R02-2019-05-14-009.pdf,LES ANSES-D'ARLET,À,467,0.0,0.343,0
134,data/doc/raw/2019/2019-05-21_RAA-2019-058.pdf,14,3,data/doc/pdfa/2019/2019-05-21_R02-2019-05-14-012.pdf,LE LAMENTIN,O,1375,0.0,0.1595,0
135,data/doc/raw/2019/2019-05-21_RAA-2019-058.pdf,18,4,data/doc/pdfa/2019/2019-05-21_R02-2019-05-14-010.pdf,LE DIAMANT,E,1626,0.3548,0.1328,0
